Compound Name, 14 01a, 14 02a, 14 03a, 14 04a, 14 05a, 14 06a, 14 07a, 14 08a, 14 09a, 14 10a, 14 11a, 14 12a, 14 13a, 14 14a, 14 15a, 14 16a, 14 17a, 14 18a, 14 19a, 14 20a, 14 21a, 14 22a, 14 23a, 14 24a, 14 25a, 14 26a, 14 27a, 14 28a, 14 29a, 14 30a, 14 31a, 14 32a, 14 33a, 14 34a, 14 36a, 14 01b, 14 02b, 14 03b, 14 04b, 14 05b, 14 06b, 14 07b, 14 08b, 14 09b, 14 10b, 14 11b, 14 12b, 14 13b, 14 14b, 14 15b, 14 16b, 14 17b, 14 18b, 14 19b, 14 20b, 14 21b, 14 22b, 14 23b, 14 24b, 14 25b, 14 26b, 14 27b, 14 28b, 14 29b, 14 30b, 14 31b, 14 32b, 14 33b, 14 34b, 14 36b, 14 01c, 14 02c, 14 03c, 14 04c, 14 05c, 14 06c, 14 07c, 14 08c, 14 09c, 14 10c, 14 11c, 14 12c, 14 13c, 14 14c, 14 15c, 14 16c, 14 17c, 14 18c, 14 19c, 14 20c, 14 21c, 14 22c, 14 23c, 14 24c, 14 25c, 14 26c, 14 27c, 14 28c, 14 29c, 14 30c, 14 31c, 14 32c, 14 33c, 14 34c, 14 36c
1129_3.069_413.1544,600,48762.11,71744.27,600,600,600,78320.81,600,204753.7,84118.59,279678,41041.43,55302.79,26930.25,16057.93,279581.3,146826.7,600,31311.35,600,120815.1,183371.1,26507.42,600,600,600,600,59299.14,600,43702.35,68160.27,600,600,53766.78,30118.42,600,48762.11,71744.27,600,600,600,78320.81,600,204753.7,84118.59,279678,41041.43,55302.79,26930.25,16057.93,279581.3,146826.7,600,31311.35,600,120815.1,183371.1,26507.42,600,600,600,600,59299.14,600,43702.35,68160.27,600,600,53766.78,30118.42,600,48762.11,71744.27,600,600,600,78320.81,600,204753.7,84118.59,279678,41041.43,55302.79,26930.25,16057.93,279581.3,146826.7,600,31311.35,600,120815.1,183371.1,26507.42,600,600,600,600,59299.14,600,43702.35,68160.27,600,600,53766.78,30118.42
1130_5.786_414.1884,600,49798.95,600,46309.62,600,600,600,600,99351.57,42918.34,600,600,57260.3,63342.38,51307.78,60771.98,600,35074.62,600,99144.52,86033.52,600,600,600,39805.36,46355.38,40159.45,86520.73,600,600,56443.68,45412.4,75577.42,101361.4,42179.38,600,49798.95,600,46309.62,600,600,600,600,99351.57,42918.34,600,600,57260.3,63342.38,51307.78,60771.98,600,35074.62,600,99144.52,86033.52,600,600,600,39805.36,46355.38,40159.45,86520.73,600,600,56443.68,45412.4,75577.42,101361.4,42179.38,600,49798.95,600,46309.62,600,600,600,600,99351.57,42918.34,600,600,57260.3,63342.38,51307.78,60771.98,600,35074.62,600,99144.52,86033.52,600,600,600,39805.36,46355.38,40159.45,86520.73,600,600,56443.68,45412.4,75577.42,101361.4,42179.38
1131_5.535_414.1885,600,52848.34,39256.78,600,600,600,83878.97,70796.98,600,69104.75,47943.48,57958.6,600,600,600,600,600,600,600,600,600,94365.41,119616.3,600,600,98262.29,94255.51,600,44044.24,600,600,95698.77,600,600,67415.41,600,52848.34,39256.78,600,600,600,83878.97,70796.98,600,69104.75,47943.48,57958.6,600,600,600,600,600,600,600,600,600,94365.41,119616.3,600,600,98262.29,94255.51,600,44044.24,600,600,95698.77,600,600,67415.41,600,52848.34,39256.78,600,600,600,83878.97,70796.98,600,69104.75,47943.48,57958.6,600,600,600,600,600,600,600,600,600,94365.41,119616.3,600,600,98262.29,94255.51,600,44044.24,600,600,95698.77,600,600,67415.41
1132_9.531_414.2043,623506.5,465540.2,127036.6,333565.9,413423.9,310019.5,312008.3,278812.3,165278.7,245430.1,202693.3,155450,226619.1,168529.2,148609.1,195383.1,856599.3,569869.4,174767.9,305870.5,249513.8,259518.6,190058.1,202899.1,156795.8,124938.7,1210954,342609.4,460297.8,260559.9,166988.3,274045.6,98788.5,123192.3,190158.2,623506.5,465540.2,127036.6,333565.9,413423.9,310019.5,312008.3,278812.3,165278.7,245430.1,202693.3,155450,226619.1,168529.2,148609.1,195383.1,856599.3,569869.4,174767.9,305870.5,249513.8,259518.6,190058.1,202899.1,156795.8,124938.7,1210954,342609.4,460297.8,260559.9,166988.3,274045.6,98788.5,123192.3,190158.2,623506.5,465540.2,127036.6,333565.9,413423.9,310019.5,312008.3,278812.3,165278.7,245430.1,202693.3,155450,226619.1,168529.2,148609.1,195383.1,856599.3,569869.4,174767.9,305870.5,249513.8,259518.6,190058.1,202899.1,156795.8,124938.7,1210954,342609.4,460297.8,260559.9,166988.3,274045.6,98788.5,123192.3,190158.2
1133_4.614_414.2463,482186.9,248636.9,142154.6,95479.91,511961.1,226434.8,202237.1,229656.2,105440.7,600,90545.57,214506.7,370183.2,196217.8,140708.2,600,196206.7,178543,927068.8,171496.4,231835.9,155203.9,138468.6,317171.9,259511.9,196364.2,216193.2,177898.3,148083.5,150088,155274.2,442102.3,144992,222633.7,256889.5,482186.9,248636.9,142154.6,95479.91,511961.1,226434.8,202237.1,229656.2,105440.7,600,90545.57,214506.7,370183.2,196217.8,140708.2,600,196206.7,178543,927068.8,171496.4,231835.9,155203.9,138468.6,317171.9,259511.9,196364.2,216193.2,177898.3,148083.5,150088,155274.2,442102.3,144992,222633.7,256889.5,482186.9,248636.9,142154.6,95479.91,511961.1,226434.8,202237.1,229656.2,105440.7,600,90545.57,214506.7,370183.2,196217.8,140708.2,600,196206.7,178543,927068.8,171496.4,231835.9,155203.9,138468.6,317171.9,259511.9,196364.2,216193.2,177898.3,148083.5,150088,155274.2,442102.3,144992,222633.7,256889.5
1134_5.147_416.1661,600,600,232240.6,149502.5,600,600,358394.1,600,343303.3,600,600,600,65439.5,220357.9,333236.4,600,600,329913.5,600,600,600,279588.7,600,600,600,600,298882.5,383336.8,365681.8,600,600,291551.5,368048.5,300198.2,142114.8,600,600,232240.6,149502.5,600,600,358394.1,600,343303.3,600,600,600,65439.5,220357.9,333236.4,600,600,329913.5,600,600,600,279588.7,600,600,600,600,298882.5,383336.8,365681.8,600,600,291551.5,368048.5,300198.2,142114.8,600,600,232240.6,149502.5,600,600,358394.1,600,343303.3,600,600,600,65439.5,220357.9,333236.4,600,600,329913.5,600,600,600,279588.7,600,600,600,600,298882.5,383336.8,365681.8,600,600,291551.5,368048.5,300198.2,142114.8
1135_5.431_416.1663,600,50658.04,600,600,600,600,70619.58,99706.74,101276.9,600,27243.03,600,41576.3,23989.64,45258.34,600,18713.45,57997.87,64065.16,70845.85,600,600,600,600,600,600,72860.97,110868.1,600,96127.33,600,600,600,64155.95,600,600,50658.04,600,600,600,600,70619.58,99706.74,101276.9,600,27243.03,600,41576.3,23989.64,45258.34,600,18713.45,57997.87,64065.16,70845.85,600,600,600,600,600,600,72860.97,110868.1,600,96127.33,600,600,600,64155.95,600,600,50658.04,600,600,600,600,70619.58,99706.74,101276.9,600,27243.03,600,41576.3,23989.64,45258.34,600,18713.45,57997.87,64065.16,70845.85,600,600,600,600,600,600,72860.97,110868.1,600,96127.33,600,600,600,64155.95,600
1136_5.481_416.2036,600,85207.5,600,600,600,600,600,600,92136.34,3283.317,600,600,83630.93,600,600,600,600,600,600,68508.59,91983.34,68530.58,101773.8,17369.8,600,77936.19,64013.7,71980.57,600,600,600,86082.8,62128.87,69609.45,69013.53,600,85207.5,600,600,600,600,600,600,92136.34,3283.317,600,600,83630.93,600,600,600,600,600,600,68508.59,91983.34,68530.58,101773.8,17369.8,600,77936.19,64013.7,71980.57,600,600,600,86082.8,62128.87,69609.45,69013.53,600,85207.5,600,600,600,600,600,600,92136.34,3283.317,600,600,83630.93,600,600,600,600,600,600,68508.59,91983.34,68530.58,101773.8,17369.8,600,77936.19,64013.7,71980.57,600,600,600,86082.8,62128.87,69609.45,69013.53
1137_5.269_418.08,600,57284.5,600,600,600,600,59452.56,57755.68,60659.52,53883.26,41851.04,600,600,600,49343.39,46967.39,600,600,600,42889.78,41525.96,600,43785.82,600,600,50374.71,43695.95,600,600,600,600,42227.34,21077.71,600,3720.176,600,57284.5,600,600,600,600,59452.56,57755.68,60659.52,53883.26,41851.04,600,600,600,49343.39,46967.39,600,600,600,42889.78,41525.96,600,43785.82,600,600,50374.71,43695.95,600,600,600,600,42227.34,21077.71,600,3720.176,600,57284.5,600,600,600,600,59452.56,57755.68,60659.52,53883.26,41851.04,600,600,600,49343.39,46967.39,600,600,600,42889.78,41525.96,600,43785.82,600,600,50374.71,43695.95,600,600,600,600,42227.34,21077.71,600,3720.176
1138_5.384_418.181,600,162343.6,151835.7,600,11424.36,17861.74,600,3317.302,600,111123,13534.93,53550.7,116974.4,126244.1,9064.475,147738.5,600,97052.02,600,9551.021,181770.7,144616.3,600,142107.9,94337.12,600,600,138322.1,63644.63,600,600,145942.6,169291.8,133844.8,10258.4,600,162343.6,151835.7,600,11424.36,17861.74,600,3317.302,600,111123,13534.93,53550.7,116974.4,126244.1,9064.475,147738.5,600,97052.02,600,9551.021,181770.7,144616.3,600,142107.9,94337.12,600,600,138322.1,63644.63,600,600,145942.6,169291.8,133844.8,10258.4,600,162343.6,151835.7,600,11424.36,17861.74,600,3317.302,600,111123,13534.93,53550.7,116974.4,126244.1,9064.475,147738.5,600,97052.02,600,9551.021,181770.7,144616.3,600,142107.9,94337.12,600,600,138322.1,63644.63,600,600,145942.6,169291.8,133844.8,10258.4
1139_6.09_418.2015,600,4669.141,18305.53,600,600,600,24674.51,41085.27,600,62780.7,600,17204.14,63640.84,600,600,600,11282.24,48976.04,600,59952.34,67596.95,48583.63,6555.063,9262.788,33542.95,27284.85,55431.41,60701.75,45114.53,15346.37,38959.45,62858.27,600,66465.36,71516.23,600,4669.141,18305.53,600,600,600,24674.51,41085.27,600,62780.7,600,17204.14,63640.84,600,600,600,11282.24,48976.04,600,59952.34,67596.95,48583.63,6555.063,9262.788,33542.95,27284.85,55431.41,60701.75,45114.53,15346.37,38959.45,62858.27,600,66465.36,71516.23,600,4669.141,18305.53,600,600,600,24674.51,41085.27,600,62780.7,600,17204.14,63640.84,600,600,600,11282.24,48976.04,600,59952.34,67596.95,48583.63,6555.063,9262.788,33542.95,27284.85,55431.41,60701.75,45114.53,15346.37,38959.45,62858.27,600,66465.36,71516.23
1140_1.196_419.7767,600,130340.6,600,600,600,600,600,53933.14,126744.8,44712.26,47884.61,600,45291.07,600,600,600,600,600,71805.2,13066.1,600,70207.7,600,600,600,600,67527.59,55214.78,58461.1,600,47530.07,181313.8,112503.6,600,600,600,130340.6,600,600,600,600,600,53933.14,126744.8,44712.26,47884.61,600,45291.07,600,600,600,600,600,71805.2,13066.1,600,70207.7,600,600,600,600,67527.59,55214.78,58461.1,600,47530.07,181313.8,112503.6,600,600,600,130340.6,600,600,600,600,600,53933.14,126744.8,44712.26,47884.61,600,45291.07,600,600,600,600,600,71805.2,13066.1,600,70207.7,600,600,600,600,67527.59,55214.78,58461.1,600,47530.07,181313.8,112503.6,600,600
1141_0.755_419.891,54910.86,75665.22,96619.85,143508.8,251707,138924.5,84439.36,89993.32,33316.6,95995.15,101509.1,118401,122436.6,67978.44,77663.59,32266.72,36581.67,120905.3,86458.46,107982.9,66960.45,132375.1,37523.7,38081.23,81860.53,117841.9,96569.47,85915.34,189142.1,109084.6,92000.2,119819.6,67559.69,26806.98,38550.91,54910.86,75665.22,96619.85,143508.8,251707,138924.5,84439.36,89993.32,33316.6,95995.15,101509.1,118401,122436.6,67978.44,77663.59,32266.72,36581.67,120905.3,86458.46,107982.9,66960.45,132375.1,37523.7,38081.23,81860.53,117841.9,96569.47,85915.34,189142.1,109084.6,92000.2,119819.6,67559.69,26806.98,38550.91,54910.86,75665.22,96619.85,143508.8,251707,138924.5,84439.36,89993.32,33316.6,95995.15,101509.1,118401,122436.6,67978.44,77663.59,32266.72,36581.67,120905.3,86458.46,107982.9,66960.45,132375.1,37523.7,38081.23,81860.53,117841.9,96569.47,85915.34,189142.1,109084.6,92000.2,119819.6,67559.69,26806.98,38550.91
1142_4.603_420.1606,600,600,276843.8,276567.7,115201.3,68296.88,600,191697.2,223683.3,284353.5,600,127202.1,208439.8,182168.1,260625.9,600,600,244186.4,301992,381690.5,357385.5,6549.264,347002,247850.2,600,256763.8,360774.2,273755.8,379165.1,88875.91,416268.8,350622.4,600,600,461774.8,600,600,276843.8,276567.7,115201.3,68296.88,600,191697.2,223683.3,284353.5,600,127202.1,208439.8,182168.1,260625.9,600,600,244186.4,301992,381690.5,357385.5,6549.264,347002,247850.2,600,256763.8,360774.2,273755.8,379165.1,88875.91,416268.8,350622.4,600,600,461774.8,600,600,276843.8,276567.7,115201.3,68296.88,600,191697.2,223683.3,284353.5,600,127202.1,208439.8,182168.1,260625.9,600,600,244186.4,301992,381690.5,357385.5,6549.264,347002,247850.2,600,256763.8,360774.2,273755.8,379165.1,88875.91,416268.8,350622.4,600,600,461774.8
1143_5.239_428.1657,600,600,600,32372.53,600,600,87764.44,61070.99,65473.51,110591.5,600,57730.76,600,32548.03,81679.16,33451.42,600,75164.58,600,40150.64,70056.03,600,76612.88,600,37343.09,77177.7,600,68327.95,600,68291.44,57406.05,63341.72,71229.42,49976.66,57541.39,600,600,600,32372.53,600,600,87764.44,61070.99,65473.51,110591.5,600,57730.76,600,32548.03,81679.16,33451.42,600,75164.58,600,40150.64,70056.03,600,76612.88,600,37343.09,77177.7,600,68327.95,600,68291.44,57406.05,63341.72,71229.42,49976.66,57541.39,600,600,600,32372.53,600,600,87764.44,61070.99,65473.51,110591.5,600,57730.76,600,32548.03,81679.16,33451.42,600,75164.58,600,40150.64,70056.03,600,76612.88,600,37343.09,77177.7,600,68327.95,600,68291.44,57406.05,63341.72,71229.42,49976.66,57541.39
1144_5.373_429.2357,33329.05,37574.95,56527.66,14685.22,20164.07,13562.44,51882.56,600,23554.05,40724.23,11912.12,24501.81,47143.97,37667.77,45783.75,32515.18,41874.95,53837.78,74228.3,52297.88,39174.76,32305.94,38272.09,37394.57,36596.91,14339.02,37033.93,47354.67,49582.18,16477.59,39321.08,600,37057.31,600,23890.72,33329.05,37574.95,56527.66,14685.22,20164.07,13562.44,51882.56,600,23554.05,40724.23,11912.12,24501.81,47143.97,37667.77,45783.75,32515.18,41874.95,53837.78,74228.3,52297.88,39174.76,32305.94,38272.09,37394.57,36596.91,14339.02,37033.93,47354.67,49582.18,16477.59,39321.08,600,37057.31,600,23890.72,33329.05,37574.95,56527.66,14685.22,20164.07,13562.44,51882.56,600,23554.05,40724.23,11912.12,24501.81,47143.97,37667.77,45783.75,32515.18,41874.95,53837.78,74228.3,52297.88,39174.76,32305.94,38272.09,37394.57,36596.91,14339.02,37033.93,47354.67,49582.18,16477.59,39321.08,600,37057.31,600,23890.72
1145_5.45_430.1819,105320.4,90409.63,29862.41,199676.2,64187.51,600,163754.9,73302.91,162650,94364.55,600,600,147185.3,123222.4,184772.9,52479.13,81787.85,120117.6,43529.44,47823.26,600,166521.9,55315.61,600,600,600,49640.31,173006,44542.29,104785.6,84580.91,48669.2,50302.04,148987.4,83519.72,105320.4,90409.63,29862.41,199676.2,64187.51,600,163754.9,73302.91,162650,94364.55,600,600,147185.3,123222.4,184772.9,52479.13,81787.85,120117.6,43529.44,47823.26,600,166521.9,55315.61,600,600,600,49640.31,173006,44542.29,104785.6,84580.91,48669.2,50302.04,148987.4,83519.72,105320.4,90409.63,29862.41,199676.2,64187.51,600,163754.9,73302.91,162650,94364.55,600,600,147185.3,123222.4,184772.9,52479.13,81787.85,120117.6,43529.44,47823.26,600,166521.9,55315.61,600,600,600,49640.31,173006,44542.29,104785.6,84580.91,48669.2,50302.04,148987.4,83519.72
1146_5.894_430.1834,600,83047.34,61312.13,600,56457.9,600,600,79480.07,600,89718.76,9689.386,600,83026.63,54995.41,600,600,600,600,600,161225.5,96999.92,600,168871.7,600,70391.7,79288.42,149917.9,600,130749.2,84040.82,600,91758.62,136779.8,6332.902,65139.88,600,83047.34,61312.13,600,56457.9,600,600,79480.07,600,89718.76,9689.386,600,83026.63,54995.41,600,600,600,600,600,161225.5,96999.92,600,168871.7,600,70391.7,79288.42,149917.9,600,130749.2,84040.82,600,91758.62,136779.8,6332.902,65139.88,600,83047.34,61312.13,600,56457.9,600,600,79480.07,600,89718.76,9689.386,600,83026.63,54995.41,600,600,600,600,600,161225.5,96999.92,600,168871.7,600,70391.7,79288.42,149917.9,600,130749.2,84040.82,600,91758.62,136779.8,6332.902,65139.88
1147_5.894_430.219,600,55578.33,30629.22,53205.8,21353.11,600,600,39901.84,50406.87,47960.56,25888.28,38568.83,49081.07,23304.3,28276.87,42626.36,19957.17,25359.45,3169.457,59309.97,68206.05,48868.13,57898.17,600,12282.44,39534.98,54332.71,43759.36,600,20430.13,20423.72,600,600,53367.62,52225.78,600,55578.33,30629.22,53205.8,21353.11,600,600,39901.84,50406.87,47960.56,25888.28,38568.83,49081.07,23304.3,28276.87,42626.36,19957.17,25359.45,3169.457,59309.97,68206.05,48868.13,57898.17,600,12282.44,39534.98,54332.71,43759.36,600,20430.13,20423.72,600,600,53367.62,52225.78,600,55578.33,30629.22,53205.8,21353.11,600,600,39901.84,50406.87,47960.56,25888.28,38568.83,49081.07,23304.3,28276.87,42626.36,19957.17,25359.45,3169.457,59309.97,68206.05,48868.13,57898.17,600,12282.44,39534.98,54332.71,43759.36,600,20430.13,20423.72,600,600,53367.62,52225.78
1148_4.613_431.2729,410697.9,222759.5,119373.2,84532.17,564082.1,217499.8,187617.8,180692.4,78862.1,78848.13,76019.17,188682.5,327484.5,186025.1,143542.6,63371.19,163934.7,165800.3,835522.1,148918.9,199705.8,130875,104924.8,266639.6,206046,170732.3,198530,150800.7,139454.9,142357.3,146023.8,372115.6,128954.9,179513.9,219016.7,410697.9,222759.5,119373.2,84532.17,564082.1,217499.8,187617.8,180692.4,78862.1,78848.13,76019.17,188682.5,327484.5,186025.1,143542.6,63371.19,163934.7,165800.3,835522.1,148918.9,199705.8,130875,104924.8,266639.6,206046,170732.3,198530,150800.7,139454.9,142357.3,146023.8,372115.6,128954.9,179513.9,219016.7,410697.9,222759.5,119373.2,84532.17,564082.1,217499.8,187617.8,180692.4,78862.1,78848.13,76019.17,188682.5,327484.5,186025.1,143542.6,63371.19,163934.7,165800.3,835522.1,148918.9,199705.8,130875,104924.8,266639.6,206046,170732.3,198530,150800.7,139454.9,142357.3,146023.8,372115.6,128954.9,179513.9,219016.7
1149_5.566_432.1992,600,921172.4,600,479543.4,321096.9,600,959858.4,99175.74,600,600,669788,674297.9,140460.1,600,600,158058.1,600,107309.2,600,600,442563.4,867084.6,938832.8,600,600,600,600,600,600,600,600,600,600,712962.4,600,600,921172.4,600,479543.4,321096.9,600,959858.4,99175.74,600,600,669788,674297.9,140460.1,600,600,158058.1,600,107309.2,600,600,442563.4,867084.6,938832.8,600,600,600,600,600,600,600,600,600,600,712962.4,600,600,921172.4,600,479543.4,321096.9,600,959858.4,99175.74,600,600,669788,674297.9,140460.1,600,600,158058.1,600,107309.2,600,600,442563.4,867084.6,938832.8,600,600,600,600,600,600,600,600,600,600,712962.4,600
1150_5.852_432.1994,600,600,600,134461.8,119415.9,600,162078.6,600,158467.2,600,94137.77,85260.88,137102,134607,125984.7,119139.8,25242.89,600,600,153915,197793,600,52273.78,600,128123.3,600,167118.3,138328.6,158873.1,600,120032.5,177347.9,600,187613.5,600,600,600,600,134461.8,119415.9,600,162078.6,600,158467.2,600,94137.77,85260.88,137102,134607,125984.7,119139.8,25242.89,600,600,153915,197793,600,52273.78,600,128123.3,600,167118.3,138328.6,158873.1,600,120032.5,177347.9,600,187613.5,600,600,600,600,134461.8,119415.9,600,162078.6,600,158467.2,600,94137.77,85260.88,137102,134607,125984.7,119139.8,25242.89,600,600,153915,197793,600,52273.78,600,128123.3,600,167118.3,138328.6,158873.1,600,120032.5,177347.9,600,187613.5,600
1151_5.727_432.1994,83890.58,111059.1,600,85345.39,600,600,600,82371.02,600,600,96886.21,107908.3,600,600,101132.2,600,600,100258.4,85495.29,600,95514.85,103450.8,600,600,600,91707.34,73704.38,88567.88,80026.56,80318.25,82765.2,600,103837.8,600,600,83890.58,111059.1,600,85345.39,600,600,600,82371.02,600,600,96886.21,107908.3,600,600,101132.2,600,600,100258.4,85495.29,600,95514.85,103450.8,600,600,600,91707.34,73704.38,88567.88,80026.56,80318.25,82765.2,600,103837.8,600,600,83890.58,111059.1,600,85345.39,600,600,600,82371.02,600,600,96886.21,107908.3,600,600,101132.2,600,600,100258.4,85495.29,600,95514.85,103450.8,600,600,600,91707.34,73704.38,88567.88,80026.56,80318.25,82765.2,600,103837.8,600,600
1152_5.245_434.1786,652785.5,1090936,600,600,545658.5,5053.775,1277987,1253607,1081833,1472448,600,824337.1,1373572,865294.4,1084631,1238267,600,1221364,885283.3,1077479,1278861,1179379,1193809,600,933411.8,1098419,1379880,1162569,1135885,818424.8,1197987,1088108,1059260,1165946,1240435,652785.5,1090936,600,600,545658.5,5053.775,1277987,1253607,1081833,1472448,600,824337.1,1373572,865294.4,1084631,1238267,600,1221364,885283.3,1077479,1278861,1179379,1193809,600,933411.8,1098419,1379880,1162569,1135885,818424.8,1197987,1088108,1059260,1165946,1240435,652785.5,1090936,600,600,545658.5,5053.775,1277987,1253607,1081833,1472448,600,824337.1,1373572,865294.4,1084631,1238267,600,1221364,885283.3,1077479,1278861,1179379,1193809,600,933411.8,1098419,1379880,1162569,1135885,818424.8,1197987,1088108,1059260,1165946,1240435
1153_5.242_434.1787,203803.1,282798.8,251207.5,600,12117.33,89319.41,600,600,600,600,405980.9,600,600,77311.61,600,600,218597.9,600,600,465715.5,600,600,600,600,249358.3,239571.8,600,600,600,600,600,600,600,600,600,203803.1,282798.8,251207.5,600,12117.33,89319.41,600,600,600,600,405980.9,600,600,77311.61,600,600,218597.9,600,600,465715.5,600,600,600,600,249358.3,239571.8,600,600,600,600,600,600,600,600,600,203803.1,282798.8,251207.5,600,12117.33,89319.41,600,600,600,600,405980.9,600,600,77311.61,600,600,218597.9,600,600,465715.5,600,600,600,600,249358.3,239571.8,600,600,600,600,600,600,600,600,600
1154_5.399_434.2135,42799.61,600,127492.2,118755.1,125778.8,600,600,17661.62,600,9867.9,600,600,600,90294.84,9540.272,95447.47,65366.61,600,104082.5,8228.969,600,600,16028.51,42784.8,241158.4,600,600,128512.8,600,68803.84,98678.73,74624.84,600,600,600,42799.61,600,127492.2,118755.1,125778.8,600,600,17661.62,600,9867.9,600,600,600,90294.84,9540.272,95447.47,65366.61,600,104082.5,8228.969,600,600,16028.51,42784.8,241158.4,600,600,128512.8,600,68803.84,98678.73,74624.84,600,600,600,42799.61,600,127492.2,118755.1,125778.8,600,600,17661.62,600,9867.9,600,600,600,90294.84,9540.272,95447.47,65366.61,600,104082.5,8228.969,600,600,16028.51,42784.8,241158.4,600,600,128512.8,600,68803.84,98678.73,74624.84,600,600,600
1155_5.818_434.2152,18759.44,600,17843.79,600,85927.36,57272.72,600,102740.9,600,600,33257.88,600,600,17990.14,600,600,155229.8,41462.25,14422.67,59585.59,38648.45,600,600,98064.41,113143.6,600,600,600,20530.79,97599.58,600,600,600,68215.32,600,18759.44,600,17843.79,600,85927.36,57272.72,600,102740.9,600,600,33257.88,600,600,17990.14,600,600,155229.8,41462.25,14422.67,59585.59,38648.45,600,600,98064.41,113143.6,600,600,600,20530.79,97599.58,600,600,600,68215.32,600,18759.44,600,17843.79,600,85927.36,57272.72,600,102740.9,600,600,33257.88,600,600,17990.14,600,600,155229.8,41462.25,14422.67,59585.59,38648.45,600,600,98064.41,113143.6,600,600,600,20530.79,97599.58,600,600,600,68215.32,600
